REGISTER_ID,GENDER,AGE,INCOME
AP114898,F,47,35000
AP114899,F,31,25000
AP114900,M,31,40000
AP114901,F,31,30000
AP114902,M,40,15000
AP114903,F,41,15000
AP114904,M,49,50000
AP114905,F,29,12000
AP114906,F,41,50000
AP114907,F,50,30000
AP114908,F,47,50000
AP114909,F,39,30000
AP114910,F,22,35000
AP114911,F,34,40000
AP114912,F,32,50000
AP114913,M,34,25000
AP114914,M,27,15000
AP114915,F,25,30000
AP114916,M,31,50000
AP114917,M,22,40000
AP114918,F,23,12000
AP114919,M,49,40000
AP114920,M,49,10000
AP114921,F,44,40000
AP114922,F,35,20000
AP114923,M,34,50000
AP114924,M,41,12000
AP114925,M,38,15000
AP114926,F,46,35000
AP114927,F,27,40000
AP114928,F,22,12000
AP114929,M,50,15000
AP114930,M,31,10000
AP114931,F,28,35000
AP114932,M,50,10000
AP114933,F,45,50000
AP114934,F,25,12000
AP114935,M,28,15000
AP114936,M,33,20000
AP114937,M,22,40000
AP114938,F,25,15000
AP114939,F,33,12000
AP114940,M,26,20000
AP114941,M,23,12000
AP114942,M,43,30000
AP114943,F,27,10000
AP114944,F,29,10000
AP114945,F,50,15000
AP114946,M,43,15000
AP114947,M,21,10000
AP114948,F,39,50000
AP114949,M,40,25000
AP114950,M,26,50000
AP114951,M,28,30000
AP114952,M,50,10000
AP114953,F,24,12000
AP114954,F,22,40000
AP114955,F,50,10000
AP114956,F,21,12000
AP114957,F,46,30000
AP114958,M,31,15000
AP114959,F,23,10000
AP114960,M,42,12000
AP114961,F,41,35000
AP114962,F,47,50000
AP114963,M,21,10000
AP114964,M,43,30000
AP114965,M,48,50000
AP114966,M,48,10000
AP114967,F,47,15000
AP114968,M,34,10000
AP114969,M,21,50000
AP114970,M,30,10000
AP114971,M,39,30000
AP114972,M,38,30000
AP114973,M,25,30000
AP114974,M,32,20000
AP114975,F,32,12000
AP114976,F,47,30000
AP114977,M,39,30000
AP114978,M,45,25000
AP114979,F,24,25000
AP114980,F,23,20000
AP114981,F,22,40000
AP114982,F,41,25000
AP114983,F,34,25000
AP114984,M,25,25000
AP114985,F,47,30000
AP114986,M,28,30000
AP114987,M,35,12000
AP114988,F,28,10000
AP114989,F,39,50000
AP114990,M,35,10000
AP114991,F,50,15000
AP114992,M,26,30000
AP114993,M,47,35000
AP114994,F,33,40000
AP114995,M,28,30000
AP114996,M,27,10000
AP114997,F,42,35000
AP114998,M,49,30000
AP114999,F,45,35000
AP115000,M,38,12000
AP115001,M,37,30000
AP115002,M,21,20000
AP115003,F,37,35000
AP115004,M,32,12000
AP115005,M,25,20000
AP115006,F,25,15000
AP115007,F,35,50000
AP115008,F,24,15000
AP115009,M,31,35000
AP115010,F,44,20000
AP115011,M,23,20000
AP115012,M,47,15000
AP115013,M,22,12000
AP115014,M,43,10000
AP115015,M,32,20000
AP115016,F,37,10000
AP115017,M,50,35000
AP115018,F,49,15000
AP115019,F,36,40000
AP115020,F,38,30000
AP115021,F,29,25000
AP115022,M,22,35000
AP115023,F,37,25000
AP115024,F,47,40000
AP115025,F,34,30000
AP115026,M,23,12000
AP115027,M,48,15000
AP115028,F,39,12000
AP115029,F,40,12000
AP115030,F,48,15000
AP115031,M,41,30000
AP115032,F,41,12000
AP115033,F,28,10000
AP115034,M,37,20000
AP115035,M,45,20000
AP115036,F,22,50000
AP115037,M,23,15000
AP115038,F,29,30000
AP115039,M,44,35000
AP115040,M,38,20000
AP115041,M,46,50000
AP115042,F,38,20000
AP115043,F,42,20000
AP115044,M,34,30000
AP115045,M,25,12000
AP115046,M,28,50000
AP115047,F,34,20000
AP115048,M,35,12000
AP115049,F,25,40000
AP115050,M,31,12000
AP115051,M,23,25000
AP115052,F,49,15000
AP115053,M,22,15000
AP115054,F,29,20000
AP115055,M,40,30000
AP115056,M,28,20000
AP115057,M,24,20000
AP115058,F,22,40000
AP115059,M,25,25000
AP115060,F,32,50000
AP115061,F,36,40000
AP115062,M,23,12000
AP115063,F,32,40000
AP115064,M,40,25000
AP115065,M,22,35000
AP115066,F,43,40000
AP115067,F,30,20000
AP115068,M,25,30000
AP115069,M,32,10000
AP115070,F,46,35000
AP115071,F,35,12000
AP115072,F,26,10000
AP115073,F,41,25000
AP115074,F,42,20000
AP115075,M,41,12000
AP115076,F,27,10000
AP115077,F,28,15000
AP115078,M,26,50000
AP115079,F,29,40000
AP115080,F,22,20000
AP115081,M,47,20000
AP115082,M,43,10000
AP115083,F,26,25000
AP115084,M,47,25000
AP115085,M,45,10000
AP115086,M,50,35000
AP115087,M,35,20000
AP115088,M,31,50000
AP115089,M,42,20000
AP115090,F,24,30000
AP115091,M,46,15000
AP115092,F,29,15000
AP115093,F,39,20000
AP115094,M,25,15000
AP115095,M,26,40000
AP115096,F,36,50000
AP115097,M,32,10000
AP115098,F,30,30000
AP115099,M,28,10000
AP115100,M,46,40000
AP115101,M,31,15000
AP115102,M,43,30000
AP115103,F,33,40000
AP115104,F,45,20000
AP115105,M,25,35000
AP115106,F,35,25000
AP115107,M,23,30000
AP115108,M,41,35000
AP115109,M,38,35000
AP115110,M,34,20000
AP115111,M,21,12000
AP115112,M,28,35000
AP115113,M,39,10000
AP115114,F,28,20000
AP115115,F,42,30000
AP115116,M,33,12000
AP115117,F,35,30000
AP115118,M,48,50000
AP115119,M,39,30000
AP115120,F,31,10000
AP115121,F,33,25000
AP115122,M,35,15000
AP115123,F,27,15000
AP115124,M,46,20000
AP115125,M,24,50000
AP115126,M,44,15000
AP115127,M,21,20000
AP115128,F,47,10000
AP115129,F,32,12000
AP115130,F,32,35000
AP115131,M,24,50000
AP115132,M,49,25000
AP115133,M,47,10000
AP115134,M,41,10000
AP115135,F,41,25000
AP115136,M,23,20000
AP115137,F,37,50000
AP115138,F,49,15000
AP115139,M,47,15000
AP115140,F,34,35000
AP115141,F,47,40000
AP115142,F,47,40000
AP115143,F,46,10000
AP115144,M,25,30000
AP115145,F,29,15000
AP115146,M,35,40000
AP115147,M,46,30000
AP115148,M,48,25000
AP115149,F,32,25000
AP115150,M,27,15000
AP115151,M,34,25000
AP115152,M,36,15000
AP115153,F,44,30000
AP115154,F,35,50000
AP115155,M,47,40000
AP115156,F,26,12000
AP115157,M,35,25000
AP115158,F,50,20000
AP115159,F,43,25000
AP115160,M,21,12000
AP115161,F,38,50000
AP115162,F,49,15000
AP115163,M,46,15000
AP115164,F,38,20000
AP115165,F,36,25000
AP115166,M,39,50000
AP115167,F,38,25000
AP115168,M,48,15000
AP115169,M,50,12000
AP115170,F,27,40000
AP115171,M,33,30000
AP115172,M,48,15000
AP115173,F,25,30000
AP115174,M,49,40000
AP115175,M,46,25000
AP115176,M,34,35000
AP115177,F,42,20000
AP115178,M,32,25000
AP115179,M,33,10000
AP115180,M,47,35000
AP115181,M,31,35000
AP115182,M,50,50000
AP115183,M,26,35000
AP115184,M,33,12000
AP115185,F,35,10000
AP115186,F,39,25000
AP115187,F,40,15000
AP115188,M,25,30000
AP115189,M,22,40000
AP115190,F,22,15000
AP115191,F,46,25000
AP115192,M,23,30000
AP115193,F,26,40000
AP115194,M,31,15000
AP115195,M,25,35000
AP115196,M,50,30000
AP115197,M,21,25000
AP115198,F,37,12000
AP115199,F,35,15000
AP115200,M,26,25000
AP115201,M,40,15000
AP115202,F,34,20000
AP115203,F,50,40000
AP115204,M,31,30000
AP115205,F,40,35000
AP115206,M,49,30000
AP115207,F,34,50000
AP115208,F,45,20000
AP115209,F,23,15000
AP115210,M,25,25000
AP115211,F,24,35000
AP115212,M,35,20000
AP115213,F,49,20000
AP115214,M,50,50000
AP115215,M,25,50000
AP115216,F,42,20000
AP115217,M,21,20000
AP115218,F,29,25000
AP115219,M,23,40000
AP115220,M,37,30000
AP115221,M,28,10000
AP115222,M,31,40000
AP115223,M,37,40000
AP115224,F,35,15000
AP115225,M,25,12000
AP115226,F,36,30000
AP115227,M,50,50000
AP115228,F,27,25000
AP115229,M,34,40000
AP115230,F,31,40000
AP115231,F,50,10000
AP115232,M,50,25000
AP115233,F,43,15000
AP115234,M,27,30000
AP115235,M,38,12000
AP115236,M,30,15000
AP115237,F,45,30000
AP115238,M,47,30000
AP115239,M,27,30000
AP115240,F,34,30000
AP115241,M,42,12000
AP115242,M,24,25000
AP115243,M,43,15000
AP115244,F,22,25000
AP115245,F,35,50000
AP115246,F,44,30000
AP115247,F,43,25000
AP115248,M,46,30000
AP115249,F,42,25000
AP115250,M,42,15000
AP115251,F,46,40000
AP115252,M,44,50000
AP115253,M,30,10000
AP115254,M,50,40000
AP115255,M,41,30000
AP115256,M,41,12000
AP115257,F,31,50000
AP115258,F,35,12000
AP115259,M,45,20000
AP115260,F,41,12000
AP115261,M,36,20000
AP115262,M,27,12000
AP115263,F,46,20000
AP115264,F,28,35000
AP115265,M,26,20000
AP115266,M,31,25000
AP115267,M,30,35000
AP115268,M,22,12000
AP115269,M,37,50000
AP115270,M,41,20000
AP115271,F,47,40000
AP115272,M,29,40000
AP115273,F,32,15000
AP115274,M,33,50000
AP115275,F,40,35000
AP115276,F,39,12000
AP115277,F,41,12000
AP115278,F,23,40000
AP115279,M,34,35000
AP115280,M,32,15000
AP115281,M,34,25000
AP115282,M,44,30000
AP115283,M,36,15000
AP115284,M,44,50000
AP115285,F,39,10000
AP115286,F,36,35000
AP115287,M,26,50000
AP115288,M,22,40000
AP115289,M,32,20000
AP115290,M,26,10000
AP115291,F,42,30000
AP115292,M,34,50000
AP115293,F,50,10000
AP115294,F,39,35000
AP115295,F,42,35000
AP115296,M,48,10000
AP115297,F,32,15000
AP115298,M,43,35000
AP115299,M,38,35000
AP115300,M,26,12000
AP115301,M,39,35000
AP115302,M,44,20000
AP115303,F,41,50000
AP115304,M,46,10000
AP115305,M,33,40000
AP115306,F,26,12000
AP115307,F,30,40000
AP115308,M,21,25000
AP115309,M,49,40000
AP115310,F,43,40000
AP115311,M,22,40000
AP115312,M,27,30000
AP115313,F,28,12000
AP115314,M,38,12000
AP115315,F,22,25000
AP115316,F,22,20000
AP115317,M,43,12000
AP115318,M,32,30000
AP115319,F,40,35000
AP115320,M,39,30000
AP115321,F,46,12000
AP115322,M,48,20000
AP115323,M,40,25000
AP115324,F,46,50000
AP115325,M,25,30000
AP115326,F,46,15000
AP115327,F,42,40000
AP115328,M,36,25000
AP115329,M,35,40000
AP115330,M,41,20000
AP115331,M,40,50000
AP115332,F,50,20000
AP115333,M,41,12000
AP115334,M,24,20000
AP115335,M,23,25000
AP115336,M,30,15000
AP115337,M,27,15000
AP115338,M,35,35000
AP115339,F,37,25000
AP115340,F,45,40000
AP115341,F,36,30000
AP115342,F,50,12000
AP115343,M,49,10000
AP115344,M,34,50000
AP115345,F,39,15000
AP115346,F,27,10000
AP115347,F,26,10000
AP115348,M,24,40000
AP115349,F,45,20000
AP115350,M,25,25000
AP115351,M,30,35000
AP115352,M,42,50000
AP115353,M,26,20000
AP115354,F,47,12000
AP115355,M,38,15000
AP115356,F,36,35000
AP115357,F,40,25000
AP115358,M,27,12000
AP115359,F,38,15000
AP115360,M,33,50000
AP115361,M,29,10000
AP115362,M,32,40000
AP115363,M,37,10000
AP115364,F,38,25000
AP115365,M,27,15000
AP115366,F,24,15000
AP115367,F,27,35000
AP115368,F,21,10000
AP115369,F,48,25000
AP115370,F,44,25000
AP115371,F,35,40000
AP115372,F,35,30000
AP115373,F,31,35000
AP115374,M,41,40000
AP115375,F,48,40000
AP115376,F,33,20000
AP115377,F,24,30000
AP115378,F,45,50000
AP115379,F,23,40000
AP115380,M,45,35000
AP115381,M,33,40000
AP115382,M,28,20000
AP115383,F,39,25000
AP115384,F,48,25000
AP115385,F,40,15000
AP115386,M,33,50000
AP115387,M,30,15000
AP115388,M,41,40000
AP115389,M,21,20000
AP115390,M,50,15000
AP115391,F,44,30000
AP115392,F,26,10000
AP115393,M,24,50000
AP115394,M,37,30000
AP115395,M,36,35000
AP115396,M,40,35000
AP115397,F,26,35000
AP115398,F,48,30000
AP115399,M,23,25000
AP115400,M,44,12000
AP115401,F,35,25000
AP115402,F,45,25000
AP115403,F,23,10000
AP115404,F,28,40000
AP115405,F,34,30000
AP115406,F,35,15000
AP115407,M,22,15000
AP115408,M,39,20000
AP115409,M,34,30000
AP115410,F,33,10000
AP115411,M,21,50000
AP115412,M,42,40000
AP115413,M,40,15000
AP115414,M,29,30000
AP115415,M,44,30000
AP115416,M,42,10000
AP115417,M,35,25000
AP115418,F,41,50000
AP115419,M,32,15000
AP115420,F,37,20000
AP115421,M,42,50000
AP115422,F,43,30000
AP115423,F,48,12000
AP115424,F,41,30000
AP115425,F,33,50000
AP115426,F,22,10000
AP115427,F,39,30000
AP115428,F,38,40000
AP115429,M,37,40000
AP115430,M,30,15000
AP115431,M,37,25000
AP115432,F,42,15000
AP115433,M,36,50000
AP115434,M,21,40000
AP115435,F,38,40000
AP115436,M,36,50000
AP115437,F,34,25000
AP115438,M,47,25000
AP115439,F,31,30000
AP115440,M,35,15000
AP115441,M,37,40000
AP115442,M,24,10000
AP115443,M,29,15000
AP115444,F,38,30000
AP115445,M,27,35000
AP115446,F,30,50000
AP115447,M,26,35000
AP115448,M,30,30000
AP115449,F,26,35000
AP115450,M,36,12000
AP115451,M,48,30000
AP115452,M,33,40000
AP115453,M,42,10000
AP115454,F,47,20000
AP115455,M,33,35000
AP115456,F,43,35000
AP115457,M,37,40000
AP115458,M,24,50000
AP115459,F,50,35000
AP115460,M,29,35000
AP115461,M,42,12000
AP115462,F,32,40000
AP115463,F,25,30000
AP115464,M,44,40000
AP115465,F,30,25000
AP115466,M,22,15000
AP115467,F,36,40000
AP115468,M,28,20000
AP115469,F,49,12000
AP115470,M,48,15000
AP115471,F,27,12000
AP115472,F,27,15000
AP115473,F,22,25000
AP115474,F,35,20000
AP115475,F,25,12000
AP115476,F,47,50000
AP115477,M,42,35000
AP115478,M,49,35000
AP115479,F,34,50000
AP115480,M,24,25000
AP115481,F,47,10000
AP115482,M,22,25000
AP115483,F,21,50000
AP115484,M,29,15000
AP115485,F,31,30000
AP115486,M,40,40000
AP115487,F,44,12000
AP115488,M,43,12000
AP115489,F,46,30000
AP115490,M,31,12000
AP115491,F,36,15000
AP115492,M,35,40000
AP115493,F,34,50000
AP115494,F,44,10000
AP115495,F,29,15000
AP115496,F,24,35000
AP115497,F,26,20000
AP115498,M,27,30000
AP115499,M,29,25000
AP115500,F,28,10000
AP115501,F,46,12000
AP115502,F,24,50000
AP115503,M,34,12000
AP115504,F,21,40000
AP115505,M,45,10000
AP115506,F,24,30000
AP115507,M,35,30000
AP115508,M,27,10000
AP115509,M,36,40000
AP115510,F,35,20000
AP115511,F,29,30000
AP115512,F,26,40000
AP115513,F,37,20000
AP115514,M,31,10000
AP115515,M,41,12000
AP115516,M,31,20000
AP115517,F,27,40000
AP115518,M,37,20000
AP115519,M,43,20000
AP115520,M,49,25000
AP115521,M,43,12000
AP115522,M,32,12000
AP115523,F,23,10000
AP115524,M,23,30000
AP115525,M,49,20000
AP115526,F,39,40000
AP115527,M,22,10000
AP115528,F,26,30000
AP115529,M,39,35000
AP115530,M,23,30000
AP115531,M,31,35000
AP115532,M,30,50000
AP115533,F,33,30000
AP115534,M,34,40000
AP115535,M,26,20000
AP115536,M,42,12000
AP115537,F,41,30000
AP115538,F,28,10000
AP115539,F,23,30000
AP115540,M,35,12000
AP115541,M,43,30000
AP115542,M,22,15000
AP115543,F,31,40000
AP115544,F,33,50000
AP115545,F,41,50000
AP115546,F,38,35000
AP115547,M,24,30000
AP115548,F,30,50000
AP115549,F,24,12000
AP115550,F,42,15000
AP115551,F,35,10000
AP115552,M,21,12000
AP115553,F,47,30000
AP115554,M,38,15000
AP115555,F,48,25000
AP115556,M,21,40000
AP115557,F,32,25000
AP115558,M,27,30000
AP115559,F,30,35000
AP115560,M,26,25000
AP115561,F,30,10000
AP115562,F,38,25000
AP115563,F,38,20000
AP115564,M,28,50000
AP115565,M,38,40000
AP115566,M,50,20000
AP115567,M,34,40000
AP115568,F,43,12000
AP115569,M,50,25000
AP115570,M,22,10000
AP115571,F,25,12000
AP115572,F,42,15000
AP115573,F,46,20000
AP115574,F,37,20000
AP115575,F,45,15000
AP115576,F,25,20000
AP115577,F,33,30000
AP115578,M,49,50000
AP115579,M,49,10000
AP115580,F,25,20000
AP115581,F,46,15000
AP115582,F,40,10000
AP115583,M,48,25000
AP115584,F,42,25000
AP115585,M,26,25000
AP115586,F,31,25000
AP115587,F,29,30000
AP115588,M,38,35000
AP115589,M,40,10000
AP115590,F,35,12000
AP115591,M,21,50000
AP115592,M,44,35000
AP115593,F,50,15000
AP115594,F,28,40000
AP115595,F,37,40000
AP115596,F,49,35000
AP115597,F,44,15000
AP115598,F,38,30000
AP115599,F,21,30000
AP115600,F,46,20000
AP115601,M,39,12000
AP115602,M,22,30000
AP115603,M,33,35000
AP115604,F,42,25000
AP115605,F,21,10000
AP115606,M,33,15000
AP115607,F,35,15000
AP115608,F,26,12000
AP115609,M,27,15000
AP115610,F,21,40000
AP115611,F,42,15000
AP115612,F,43,50000
AP115613,F,30,50000
AP115614,F,27,30000
AP115615,F,36,20000
AP115616,M,27,20000
AP115617,F,30,10000
AP115618,M,21,30000
AP115619,M,34,35000
AP115620,M,43,40000
AP115621,F,38,30000
AP115622,M,26,50000
AP115623,F,38,35000
AP115624,M,30,25000
AP115625,F,43,40000
AP115626,F,24,12000
AP115627,F,31,10000
AP115628,F,48,40000
AP115629,M,41,20000
AP115630,F,32,35000
AP115631,F,43,12000
AP115632,F,32,35000
AP115633,F,50,25000
AP115634,M,28,20000
AP115635,M,36,50000
AP115636,M,27,40000
AP115637,M,42,12000
AP115638,F,41,12000
AP115639,F,38,20000
AP115640,F,48,40000
AP115641,F,29,20000
AP115642,M,27,50000
AP115643,F,32,35000
AP115644,M,27,25000
AP115645,F,33,20000
AP115646,F,40,15000
AP115647,M,24,12000
AP115648,F,38,25000
AP115649,F,36,15000
AP115650,F,43,10000
AP115651,F,31,40000
AP115652,F,24,25000
AP115653,F,26,40000
AP115654,M,40,10000
AP115655,M,34,12000
AP115656,M,46,25000
AP115657,M,46,25000
AP115658,F,27,40000
AP115659,M,28,50000
AP115660,F,46,30000
AP115661,M,32,25000
AP115662,M,37,10000
AP115663,M,34,20000
AP115664,M,21,15000
AP115665,M,21,20000
AP115666,M,33,12000
AP115667,M,25,35000
AP115668,F,40,15000
AP115669,F,44,35000
AP115670,F,35,30000
AP115671,F,36,25000
AP115672,M,33,10000
AP115673,M,44,30000
AP115674,F,38,30000
AP115675,M,25,20000
AP115676,F,46,30000
AP115677,M,45,50000
AP115678,M,32,12000
AP115679,F,40,35000
AP115680,M,21,10000
AP115681,F,33,50000
AP115682,F,40,25000
AP115683,M,46,20000
AP115684,M,28,20000
AP115685,F,25,10000
AP115686,M,22,10000
AP115687,F,28,50000
AP115688,F,23,30000
AP115689,M,21,15000
AP115690,F,38,40000
AP115691,F,34,10000
AP115692,M,37,50000
AP115693,M,49,35000
AP115694,F,50,30000
AP115695,M,27,10000
AP115696,M,38,10000
AP115697,M,22,35000
AP115698,M,50,50000
AP115699,F,48,15000
AP115700,M,40,35000
AP115701,M,27,35000
AP115702,M,40,35000
AP115703,F,31,25000
AP115704,F,34,10000
AP115705,M,33,25000
AP115706,F,31,35000
AP115707,F,33,20000
AP115708,F,43,30000
AP115709,F,39,35000
AP115710,F,26,15000
AP115711,M,26,40000
AP115712,F,28,40000
AP115713,F,42,10000
AP115714,F,50,15000
AP115715,F,39,20000
AP115716,F,44,12000
AP115717,M,31,15000
AP115718,F,44,10000
AP115719,F,45,35000
AP115720,F,22,10000
AP115721,F,23,12000
AP115722,M,29,20000
AP115723,F,29,15000
AP115724,M,28,10000
AP115725,F,42,15000
AP115726,F,23,20000
AP115727,M,27,15000
AP115728,M,24,12000
AP115729,F,37,50000
AP115730,F,38,15000
AP115731,M,32,10000
AP115732,M,31,25000
AP115733,M,27,15000
AP115734,M,27,40000
AP115735,M,27,30000
AP115736,M,28,20000
AP115737,M,45,12000
AP115738,M,46,50000
AP115739,M,49,10000
AP115740,F,30,20000
AP115741,F,32,25000
AP115742,F,31,50000
AP115743,M,50,50000
AP115744,F,30,40000
AP115745,M,24,35000
AP115746,M,41,30000
AP115747,F,37,50000
AP115748,F,29,35000
AP115749,F,49,12000
AP115750,F,29,40000
AP115751,F,24,40000
AP115752,F,28,25000
AP115753,M,37,40000
AP115754,F,45,10000
AP115755,F,40,35000
AP115756,M,27,12000
AP115757,F,43,25000
AP115758,M,27,10000
AP115759,F,30,12000
AP115760,F,37,30000
AP115761,M,35,20000
AP115762,F,44,30000
AP115763,F,44,15000
AP115764,F,26,20000
AP115765,M,42,10000
AP115766,F,33,30000
AP115767,M,24,20000
AP115768,F,27,40000
AP115769,M,40,15000
AP115770,M,49,12000
AP115771,M,24,35000
AP115772,M,29,35000
AP115773,F,32,15000
AP115774,M,40,20000
AP115775,F,49,35000
AP115776,F,39,30000
AP115777,M,27,35000
AP115778,F,50,10000
AP115779,F,32,20000
AP115780,M,39,40000
AP115781,M,45,15000
AP115782,M,48,15000
AP115783,F,34,12000
AP115784,M,49,40000
AP115785,F,22,35000
AP115786,F,34,40000
AP115787,M,41,40000
AP115788,F,35,15000
AP115789,M,33,30000
AP115790,F,44,50000
AP115791,M,50,30000
AP115792,M,38,25000
AP115793,M,35,10000
AP115794,M,49,30000
AP115795,M,34,35000
AP115796,M,24,30000
AP115797,M,29,20000
AP115798,F,40,10000
AP115799,F,29,25000
AP115800,F,25,15000
AP115801,M,34,35000
AP115802,M,30,50000
AP115803,M,32,20000
AP115804,M,42,15000
AP115805,F,35,20000
AP115806,F,34,50000
AP115807,M,50,20000
AP115808,F,31,20000
AP115809,M,32,12000
AP115810,M,25,15000
AP115811,F,35,10000
AP115812,M,24,20000
AP115813,M,34,15000
AP115814,F,47,20000
AP115815,M,42,20000
AP115816,M,47,15000
AP115817,M,38,35000
AP115818,M,34,10000
AP115819,M,37,20000
AP115820,M,40,35000
AP115821,F,41,10000
AP115822,F,28,20000
AP115823,F,50,20000
AP115824,F,43,15000
AP115825,F,43,10000
AP115826,M,37,15000
AP115827,F,43,50000
AP115828,M,46,12000
AP115829,M,37,10000
AP115830,M,46,10000
AP115831,F,48,12000
AP115832,F,38,50000
AP115833,F,43,12000
AP115834,M,47,15000
AP115835,F,39,12000
AP115836,M,46,12000
AP115837,F,35,12000
AP115838,M,38,30000
AP115839,F,41,40000
AP115840,F,50,15000
AP115841,M,36,20000
AP115842,M,46,25000
AP115843,M,27,30000
AP115844,F,28,35000
AP115845,M,34,20000
AP115846,F,34,35000
AP115847,F,34,35000
AP115848,F,25,20000
AP115849,M,40,50000
AP115850,M,48,15000
AP115851,F,38,50000
AP115852,M,26,30000
AP115853,F,40,20000
AP115854,F,35,50000
AP115855,F,34,20000
AP115856,M,49,15000
AP115857,F,34,30000
AP115858,M,27,50000
AP115859,F,38,30000
AP115860,M,39,15000
AP115861,F,50,10000
AP115862,M,32,15000
AP115863,M,44,50000
AP115864,F,43,25000
AP115865,M,37,35000
AP115866,F,39,10000
AP115867,M,30,12000
AP115868,F,25,40000
AP115869,M,38,40000
AP115870,M,26,25000
AP115871,M,40,10000
AP115872,F,24,35000
AP115873,F,36,25000
AP115874,M,23,30000
AP115875,F,35,25000
AP115876,M,25,25000
AP115877,M,27,40000
AP115878,F,28,35000
AP115879,M,38,35000
AP115880,M,36,12000
AP115881,F,29,12000
AP115882,M,38,25000
AP115883,M,49,10000
AP115884,M,36,25000
AP115885,F,49,50000
AP115886,M,24,40000
AP115887,M,38,20000
AP115888,M,21,25000
AP115889,M,26,12000
AP115890,F,31,40000
AP115891,F,35,40000
AP115892,F,37,50000
AP115893,F,32,10000
AP115894,F,49,15000
AP115895,M,34,35000
AP115896,M,45,50000
AP115897,F,40,35000
AP115898,M,27,35000
AP115899,M,38,10000
AP115900,M,46,25000
AP115901,F,49,25000
AP115902,F,35,15000
AP115903,F,21,12000
AP115904,F,22,35000
AP115905,F,46,12000
AP115906,M,33,35000
AP115907,M,27,40000
AP115908,M,42,50000
AP115909,F,23,50000
AP115910,M,34,35000
AP115911,F,47,50000
AP115912,M,33,35000
AP115913,F,23,15000
AP115914,F,40,20000
AP115915,F,23,35000
AP115916,M,39,35000
AP115917,F,28,30000
AP115918,M,23,25000
AP115919,M,41,35000
AP115920,M,35,20000
AP115921,M,47,15000
AP115922,M,31,40000
AP115923,F,49,50000
AP115924,M,25,20000
AP115925,M,44,10000
AP115926,M,41,10000
AP115927,F,47,30000
AP115928,M,33,25000
AP115929,F,23,20000
AP115930,F,43,40000
AP115931,F,23,40000
AP115932,M,39,35000
AP115933,F,32,35000
AP115934,M,40,20000
AP115935,F,43,30000
AP115936,F,34,12000
AP115937,M,35,30000
AP115938,M,42,12000
AP115939,M,27,10000
AP115940,F,44,30000
AP115941,M,24,50000
AP115942,F,32,50000
AP115943,M,40,25000
AP115944,F,21,10000
AP115945,M,42,15000
AP115946,F,36,35000
AP115947,F,25,35000
AP115948,F,36,50000
AP115949,F,36,25000
AP115950,F,43,30000
AP115951,F,36,50000
AP115952,F,42,35000
AP115953,M,43,25000
AP115954,M,44,10000
AP115955,M,27,20000
AP115956,F,35,40000
AP115957,F,22,25000
AP115958,M,46,40000
AP115959,M,40,35000
AP115960,M,39,35000
AP115961,F,34,10000
AP115962,M,35,10000
AP115963,F,31,50000
AP115964,M,47,15000
AP115965,M,23,10000
AP115966,F,46,12000
AP115967,F,47,25000
AP115968,F,45,25000
AP115969,F,32,15000
AP115970,F,33,40000
AP115971,M,27,50000
AP115972,M,42,35000
AP115973,M,33,50000
AP115974,M,24,25000
AP115975,F,30,50000
AP115976,M,37,35000
AP115977,F,39,10000
AP115978,F,48,25000
AP115979,F,46,12000
AP115980,F,27,15000
AP115981,M,22,12000
AP115982,F,39,12000
AP115983,F,31,50000
AP115984,F,22,50000
AP115985,F,35,10000
AP115986,M,29,15000
AP115987,F,27,35000
AP115988,F,37,40000
AP115989,F,32,30000
AP115990,F,28,35000
AP115991,F,30,30000
AP115992,M,50,10000
AP115993,M,36,50000
AP115994,M,29,15000
AP115995,F,48,25000
AP115996,M,43,40000
AP115997,F,27,30000
AP115998,F,21,50000
AP115999,M,26,10000
AP116000,M,38,12000
AP116001,M,29,25000
AP116002,F,45,30000
AP116003,F,37,15000
AP116004,F,33,35000
AP116005,M,42,50000
AP116006,M,31,35000
AP116007,M,30,30000
AP116008,F,32,20000
AP116009,M,41,50000
AP116010,F,41,50000
AP116011,M,49,12000
AP116012,F,43,30000
AP116013,F,39,10000
AP116014,M,46,35000
AP116015,M,32,20000
AP116016,M,22,12000
AP116017,F,24,35000
AP116018,M,48,12000
AP116019,F,36,50000
AP116020,M,50,10000
AP116021,F,39,50000
AP116022,M,35,15000
AP116023,M,41,10000
AP116024,F,40,12000
AP116025,M,31,25000
AP116026,M,39,20000
AP116027,M,48,10000
AP116028,F,40,15000
AP116029,M,41,10000
AP116030,F,34,12000
AP116031,F,42,35000
AP116032,M,49,40000
AP116033,M,47,20000
AP116034,F,27,50000
AP116035,F,44,25000
AP116036,M,32,10000
AP116037,F,36,20000
AP116038,M,45,15000
AP116039,M,48,10000
AP116040,M,45,40000
AP116041,M,37,15000
AP116042,F,43,12000
AP116043,F,36,35000
AP116044,M,48,25000
AP116045,F,29,20000
AP116046,M,28,20000
AP116047,M,27,35000
AP116048,F,48,15000
AP116049,F,26,25000
AP116050,F,50,50000
AP116051,M,38,15000
AP116052,M,31,20000
AP116053,M,30,25000
AP116054,M,43,50000
AP116055,M,46,25000
AP116056,M,21,35000
AP116057,M,49,10000
AP116058,M,30,25000
AP116059,M,30,40000
AP116060,M,41,50000
AP116061,M,23,35000
