,GENDER,AGE,INCOME,Churn
2411,M,32,12000,0
2412,F,45,35000,0
2413,M,27,20000,0
2414,M,23,15000,0
2415,M,24,10000,0
2416,M,34,30000,0
2417,M,39,15000,0
2418,F,40,12000,0
2419,M,29,12000,0
2420,F,49,40000,0
2421,M,47,35000,0
2422,M,35,15000,0
2423,F,22,10000,0
2424,F,29,50000,0
2425,F,46,15000,0
2426,F,43,20000,0
2427,F,48,12000,0
2428,F,40,50000,0
2429,F,30,35000,0
2430,F,32,25000,0
2431,F,35,30000,0
2432,M,30,40000,0
2433,F,47,50000,0
2434,F,50,35000,0
2435,M,37,20000,0
2436,M,34,10000,0
2437,M,31,10000,0
2438,F,46,40000,0
2439,F,45,35000,0
2440,M,26,20000,0
2441,F,31,20000,0
2442,M,42,25000,0
2443,F,37,20000,0
2444,F,30,15000,0
2445,F,45,40000,0
2446,M,46,15000,0
2447,M,50,25000,0
2448,F,40,12000,0
2449,M,28,50000,0
2450,M,43,12000,0
2451,M,47,10000,0
2452,M,23,30000,0
2453,F,30,15000,0
2454,M,46,20000,0
2455,F,27,10000,0
2456,F,27,20000,0
2457,F,26,25000,0
2458,F,42,15000,0
2459,M,50,40000,0
2460,M,50,40000,0
2461,F,28,35000,0
2462,M,44,10000,0
2463,F,30,25000,0
2464,M,44,25000,0
2465,F,30,10000,0
2466,M,49,50000,0
2467,M,24,30000,0
2468,M,36,10000,0
2469,F,22,20000,0
2470,F,33,30000,0
2471,M,27,12000,0
2472,F,29,15000,0
2473,M,45,12000,0
2474,M,30,35000,0
2475,F,22,12000,0
2476,M,50,50000,0
2477,M,41,20000,0
2478,F,21,50000,0
2479,F,26,25000,0
2480,M,34,15000,0
2481,M,48,10000,0
2482,F,39,35000,0
2483,M,44,50000,0
2484,F,47,50000,0
2485,F,24,30000,0
2486,F,50,30000,0
2487,M,23,12000,0
2488,M,41,30000,0
2489,M,46,40000,0
2490,F,31,40000,0
2491,F,31,30000,0
2492,M,28,10000,0
2493,M,37,12000,0
2494,M,48,10000,0
2495,F,26,50000,0
2496,M,21,40000,0
2497,M,42,25000,0
2498,F,33,12000,0
2499,F,36,30000,0
2500,M,22,30000,0
2501,F,28,15000,0
2502,M,24,30000,0
2503,F,33,25000,0
2504,F,24,10000,0
2505,F,27,50000,0
2506,F,36,30000,0
2507,M,21,15000,0
2508,F,21,12000,0
2509,M,46,40000,0
2510,M,42,10000,0
2511,F,21,20000,0
2512,M,43,25000,0
2513,M,36,35000,0
2514,M,49,12000,0
2515,F,38,25000,0
2516,M,28,50000,0
2517,M,43,40000,0
2518,F,45,50000,0
2519,F,38,30000,0
2520,M,37,20000,0
2521,M,38,35000,0
2522,F,24,35000,0
2523,M,36,15000,0
2524,F,37,50000,0
2525,M,28,30000,0
2526,M,28,12000,0
2527,F,49,50000,0
2528,M,31,12000,0
2529,F,22,50000,0
2530,F,29,35000,0
2531,M,23,25000,0
2532,M,21,25000,0
2533,M,35,12000,0
2534,M,38,50000,0
2535,M,40,35000,0
2536,M,48,50000,0
2537,F,50,40000,0
2538,F,44,12000,0
2539,F,47,35000,0
2540,M,42,30000,0
2541,F,43,12000,0
2542,M,24,40000,0
2543,F,23,12000,0
2544,F,41,10000,0
2545,M,42,10000,0
2546,F,25,12000,0
2547,F,40,20000,0
2548,F,45,12000,0
2549,M,42,35000,0
2550,F,46,25000,0
2551,M,37,10000,0
2552,M,47,35000,0
2553,M,48,25000,0
2554,M,22,20000,0
2555,M,24,12000,0
2556,F,42,12000,0
2557,M,41,15000,0
2558,F,49,40000,0
2559,M,47,30000,0
2560,F,34,30000,0
2561,M,37,25000,0
2562,M,36,50000,0
2563,M,43,50000,0
2564,M,24,20000,0
2565,F,47,30000,0
2566,F,31,40000,0
2567,F,41,30000,0
2568,M,45,35000,0
2569,F,45,50000,0
2570,F,25,50000,0
2571,F,36,20000,0
2572,M,41,50000,0
2573,F,34,20000,0
2574,M,48,35000,0
2575,F,35,25000,0
2576,M,34,20000,0
2577,M,45,30000,0
2578,F,39,50000,0
2579,M,48,12000,0
2580,M,47,50000,0
2581,M,39,40000,0
2582,M,29,30000,0
2583,F,24,20000,0
2584,F,49,35000,0
2585,M,30,12000,0
2586,F,21,40000,0
2587,M,50,40000,0
2588,M,21,10000,0
2589,M,25,50000,0
2590,M,22,30000,0
2591,F,39,35000,0
2592,F,31,50000,0
2593,F,44,50000,0
2594,F,29,20000,0
2595,M,30,10000,0
2596,M,40,20000,0
2597,F,28,50000,0
2598,F,30,12000,0
2599,F,32,10000,0
2600,M,27,20000,0
2601,M,39,40000,0
2602,M,29,12000,0
2603,F,23,40000,0
2604,F,50,10000,0
2605,M,33,35000,0
2606,F,45,15000,0
2607,F,24,20000,0
2608,M,34,15000,0
2609,M,27,20000,0
2610,M,35,30000,0
2611,M,31,30000,0
2612,M,42,40000,0
2613,M,44,12000,0
2614,F,44,40000,0
2615,F,21,30000,0
2616,M,28,30000,0
2617,M,43,20000,0
2618,M,29,20000,0
2619,F,35,30000,0
2620,F,49,50000,0
2621,M,43,30000,0
2622,F,30,12000,0
2623,M,35,25000,0
2624,F,32,30000,0
2625,M,27,25000,0
2626,F,46,15000,0
2627,F,24,35000,0
2628,F,40,35000,0
2629,F,42,35000,0
2630,F,43,25000,0
2631,M,34,30000,0
2632,M,29,20000,0
2633,F,36,30000,0
2634,F,26,40000,0
2635,M,25,20000,0
2636,F,43,50000,0
2637,M,33,50000,0
2638,F,44,50000,0
2639,F,34,10000,0
2640,F,22,30000,0
2641,F,23,20000,0
2642,F,38,10000,0
2643,F,50,10000,0
2644,F,32,50000,0
2645,M,22,20000,0
2646,M,28,10000,0
2647,F,23,12000,0
2648,M,41,35000,0
2649,F,28,10000,0
2650,F,48,30000,0
2651,F,21,35000,0
2652,F,32,20000,0
2653,M,41,20000,0
2654,F,24,50000,0
2655,M,21,12000,0
2656,M,27,35000,0
2657,M,48,50000,0
2658,F,30,35000,0
2659,F,29,50000,0
2660,F,46,10000,0
2661,F,43,20000,0
2662,M,46,30000,0
2663,F,42,35000,0
2664,M,45,20000,0
2665,F,43,25000,0
2666,M,25,10000,0
2667,F,41,35000,0
2668,M,21,20000,0
2669,M,38,25000,0
2670,F,28,25000,0
2671,M,25,10000,0
2672,M,34,50000,0
2673,F,38,35000,0
2674,F,40,15000,0
2675,M,44,35000,0
2676,M,37,35000,0
2677,F,33,12000,0
2678,F,43,25000,0
2679,M,47,10000,0
2680,M,45,12000,0
2681,F,27,20000,0
2682,F,25,35000,0
2683,F,46,15000,0
2684,F,30,20000,0
2685,F,43,30000,0
2686,M,23,30000,0
2687,M,22,35000,0
2688,F,35,15000,0
2689,F,47,10000,0
2690,F,24,40000,0
2691,F,46,50000,0
2692,F,31,20000,0
2693,M,33,30000,0
2694,F,41,40000,0
2695,F,41,50000,0
2696,F,36,50000,0
2697,M,36,30000,0
2698,M,48,35000,0
2699,M,40,20000,0
2700,M,32,25000,0
2701,M,31,25000,0
2702,M,29,35000,0
2703,M,42,12000,0
2704,F,43,20000,0
2705,F,34,40000,0
2706,F,45,15000,0
2707,F,23,30000,0
2708,M,40,12000,0
2709,M,49,50000,0
2710,F,42,20000,0
2711,M,37,40000,0
2712,F,47,30000,0
2713,M,28,50000,0
2714,M,46,35000,0
2715,M,47,12000,0
2716,F,23,15000,0
2717,F,41,20000,0
2718,M,25,30000,0
2719,M,27,15000,0
2720,F,44,12000,0
2721,M,22,40000,0
2722,F,38,30000,0
2723,M,34,50000,0
2724,M,24,10000,0
2725,F,34,10000,0
2726,F,36,10000,0
2727,M,37,40000,0
2728,M,42,12000,0
2729,M,35,10000,0
2730,F,48,30000,0
2731,M,26,20000,0
2732,F,35,12000,0
2733,F,48,12000,0
2734,F,48,35000,0
2735,M,29,40000,0
2736,F,33,40000,0
2737,F,27,40000,0
2738,M,29,35000,0
2739,F,45,12000,0
2740,M,41,35000,0
2741,M,34,10000,0
2742,M,25,40000,0
2743,M,24,25000,0
2744,M,44,50000,0
2745,M,47,50000,0
2746,M,26,10000,0
2747,M,48,50000,0
2748,F,28,10000,0
2749,F,47,30000,0
2750,M,36,20000,0
2751,M,38,30000,0
2752,F,48,40000,0
2753,F,30,35000,0
2754,M,32,15000,0
2755,M,34,50000,0
2756,M,45,20000,0
2757,M,31,25000,0
2758,M,42,50000,0
2759,F,45,40000,0
2760,F,46,25000,0
2761,M,29,50000,0
2762,M,28,40000,0
2763,M,36,50000,0
2764,F,35,12000,0
2765,F,32,10000,0
2766,F,35,10000,0
2767,F,22,40000,0
2768,F,24,50000,0
2769,M,32,10000,0
2770,F,41,40000,0
2771,M,21,20000,0
2772,F,29,25000,0
2773,F,37,50000,0
2774,M,30,10000,0
2775,M,43,30000,0
2776,F,35,15000,0
2777,F,42,35000,0
2778,F,23,30000,0
2779,F,36,50000,0
2780,F,24,25000,0
2781,M,27,15000,0
2782,F,34,12000,0
2783,M,35,25000,0
2784,M,22,50000,0
2785,F,46,12000,0
2786,F,47,35000,0
2787,M,36,35000,0
2788,M,28,30000,0
2789,M,45,12000,0
2790,F,31,15000,0
2791,F,43,35000,0
2792,M,28,30000,0
2793,F,27,15000,0
2794,M,47,15000,0
2795,F,34,35000,0
2796,F,33,25000,0
2797,F,29,25000,0
2798,F,24,10000,0
2799,F,41,10000,0
2800,F,35,20000,0
2801,F,22,35000,0
2802,M,43,25000,0
2803,F,44,35000,0
2804,M,41,10000,0
2805,M,24,30000,0
2806,M,31,35000,0
2807,F,33,15000,0
2808,M,40,50000,0
2809,F,21,20000,0
2810,M,33,40000,0
2811,M,49,35000,0
2812,F,37,12000,0
2813,M,23,30000,0
2814,F,33,10000,0
2815,M,41,12000,0
2816,F,36,25000,0
2817,M,22,30000,0
2818,F,24,30000,0
2819,F,21,25000,0
2820,M,49,15000,0
2821,M,36,20000,0
2822,F,28,15000,0
2823,M,35,50000,0
2824,M,34,35000,0
2825,M,40,25000,0
2826,M,41,12000,0
2827,F,29,40000,0
2828,F,26,40000,0
2829,F,38,25000,0
2830,F,37,40000,0
2831,F,29,15000,0
2832,M,37,12000,0
2833,F,41,20000,0
2834,M,21,35000,0
2835,M,38,35000,0
2836,F,35,40000,0
2837,F,24,40000,0
2838,M,45,12000,0
2839,F,32,25000,0
2840,F,26,40000,0
2841,F,22,25000,0
2842,M,33,35000,0
2843,F,31,30000,0
2844,F,28,40000,0
2845,M,26,12000,0
2846,F,37,40000,0
2847,M,24,40000,0
2848,M,45,25000,0
2849,M,24,50000,0
2850,M,26,35000,0
2851,F,42,30000,0
2852,M,22,15000,0
2853,M,26,12000,0
2854,F,27,15000,0
2855,M,38,12000,0
2856,F,41,25000,0
2857,F,25,15000,0
2858,M,32,35000,0
2859,F,40,50000,0
2860,F,29,35000,0
2861,M,26,15000,0
2862,M,29,35000,0
2863,M,31,15000,0
2864,F,44,15000,0
2865,M,34,15000,0
2866,F,41,50000,0
2867,F,42,10000,0
2868,M,22,20000,0
2869,M,46,20000,0
2870,F,47,12000,0
2871,F,28,35000,0
2872,M,38,50000,0
2873,F,33,50000,0
2874,F,50,40000,0
2875,M,43,50000,0
2876,F,34,10000,0
2877,M,38,50000,0
2878,F,30,15000,0
2879,M,35,20000,0
2880,M,23,10000,0
2881,F,37,40000,0
2882,F,50,12000,0
2883,M,38,10000,0
2884,F,37,20000,0
2885,M,42,12000,0
2886,M,34,40000,0
2887,F,39,35000,0
2888,F,25,15000,0
2889,M,37,40000,0
2890,F,48,40000,0
2891,M,46,50000,0
2892,F,40,15000,0
2893,M,23,30000,0
2894,F,28,12000,0
2895,F,44,20000,0
2896,M,46,20000,0
2897,M,30,40000,0
2898,M,23,35000,0
2899,F,23,20000,0
2900,M,25,30000,0
2901,M,44,12000,0
2902,M,34,12000,0
2903,M,27,20000,0
2904,F,35,25000,0
2905,M,46,25000,0
2906,F,47,12000,0
2907,F,27,12000,0
2908,M,22,12000,0
2909,F,47,40000,0
2910,M,30,30000,0
2911,M,29,10000,0
2912,F,39,50000,0
2913,F,27,50000,0
2914,F,32,25000,0
2915,M,39,15000,0
2916,M,34,25000,0
2917,M,46,20000,0
2918,M,36,30000,0
2919,M,30,50000,0
2920,M,33,50000,0
2921,M,33,30000,0
2922,M,40,12000,0
2923,M,49,15000,0
2924,M,30,35000,0
2925,M,49,35000,0
2926,M,50,40000,0
2927,M,26,40000,0
2928,F,22,35000,0
2929,F,26,10000,0
2930,F,35,20000,0
2931,F,36,30000,0
2932,M,33,30000,0
2933,M,28,15000,0
2934,M,27,10000,0
2935,M,36,20000,0
2936,M,34,20000,0
2937,M,34,12000,0
2938,M,37,35000,0
2939,M,41,40000,0
2940,M,21,15000,0
2941,F,23,25000,0
2942,M,27,30000,0
2943,M,35,10000,0
2944,M,26,35000,0
2945,F,42,20000,0
2946,F,49,25000,0
2947,M,38,50000,0
2948,M,39,30000,0
2949,M,34,10000,0
2950,F,23,50000,0
2951,M,47,12000,0
2952,M,45,20000,0
2953,F,34,10000,0
2954,F,36,30000,0
2955,M,21,10000,0
2956,F,30,12000,0
2957,F,31,15000,0
2958,M,41,25000,0
2959,F,31,15000,0
2960,F,34,30000,0
2961,F,21,20000,0
2962,M,46,35000,0
2963,M,27,25000,0
2964,F,31,25000,0
2965,M,28,10000,0
2966,M,47,50000,0
2967,F,28,35000,0
2968,M,44,15000,0
2969,M,49,50000,0
2970,M,25,25000,0
2971,M,36,15000,0
2972,M,47,50000,0
2973,F,28,35000,0
2974,F,38,20000,0
2975,F,26,20000,0
2976,M,36,50000,0
2977,F,30,40000,0
2978,M,21,25000,0
2979,M,22,35000,0
2980,F,32,12000,0
2981,F,22,12000,0
2982,M,35,15000,0
2983,M,33,50000,0
2984,M,44,15000,0
2985,M,46,35000,0
2986,M,27,20000,0
2987,F,25,15000,0
2988,M,38,25000,0
2989,F,23,12000,0
2990,F,48,12000,0
2991,M,22,15000,0
2992,F,31,15000,0
2993,M,40,50000,0
2994,F,31,12000,0
2995,F,25,20000,0
2996,F,48,35000,0
2997,F,23,30000,0
2998,F,50,20000,0
2999,M,43,20000,0
3000,M,50,12000,0
3001,M,33,30000,0
3002,M,48,35000,0
3003,F,29,15000,0
3004,M,28,10000,0
3005,F,29,35000,0
3006,F,24,25000,0
3007,F,34,12000,0
3008,M,40,25000,0
3009,F,21,12000,0
3010,M,35,30000,0
3011,M,44,35000,0
3012,M,22,50000,0
3013,F,31,12000,0
3014,M,41,20000,0
3015,F,25,12000,0
3016,M,29,15000,0
3017,M,44,15000,0
3018,F,42,30000,0
3019,M,28,20000,0
3020,M,49,30000,0
3021,M,45,35000,0
3022,M,44,25000,0
3023,M,49,12000,0
3024,M,28,50000,0
3025,F,45,50000,0
3026,F,37,30000,0
3027,F,23,12000,0
3028,M,33,35000,0
3029,M,34,35000,0
3030,M,49,25000,0
3031,M,27,15000,0
3032,M,38,50000,0
3033,M,43,50000,0
3034,M,46,50000,0
3035,F,31,40000,0
3036,M,33,40000,0
3037,M,26,30000,0
3038,M,28,35000,0
3039,F,34,35000,0
3040,F,24,12000,0
3041,F,32,30000,0
3042,F,42,25000,0
3043,M,47,40000,0
3044,M,21,50000,0
3045,F,32,20000,0
3046,F,43,30000,0
3047,M,25,40000,0
3048,F,33,20000,0
3049,M,29,12000,0
3050,M,40,10000,0
3051,F,38,20000,0
3052,F,45,20000,0
3053,F,45,25000,0
3054,F,25,40000,0
3055,F,50,30000,0
3056,M,24,30000,0
3057,F,38,40000,0
3058,M,23,25000,0
3059,F,22,20000,0
3060,F,22,30000,0
3061,M,48,10000,0
3062,F,44,25000,0
3063,F,49,35000,0
3064,M,30,30000,0
3065,M,30,20000,0
3066,M,32,20000,0
3067,M,24,12000,0
3068,F,40,30000,0
3069,F,32,35000,0
3070,M,38,20000,0
3071,M,39,25000,0
3072,F,29,35000,0
3073,M,28,35000,0
3074,M,35,15000,0
3075,M,32,10000,0
3076,F,40,12000,0
3077,F,26,40000,0
3078,F,31,30000,0
3079,M,44,35000,0
3080,F,25,15000,0
3081,F,38,20000,0
3082,F,26,20000,0
3083,F,23,30000,0
3084,M,45,12000,0
3085,M,22,12000,0
3086,M,39,50000,0
3087,F,43,35000,0
3088,M,34,35000,0
3089,M,22,10000,0
3090,M,45,20000,0
3091,F,29,25000,0
3092,M,39,30000,0
3093,M,21,50000,0
3094,F,48,30000,0
3095,F,42,10000,0
3096,M,32,50000,0
3097,F,42,20000,0
3098,M,25,40000,0
3099,F,41,10000,0
3100,F,36,30000,0
3101,F,31,50000,0
3102,F,47,50000,0
3103,F,36,40000,0
3104,F,30,40000,0
3105,F,26,20000,0
3106,F,30,20000,0
3107,F,49,30000,0
3108,F,50,50000,0
3109,M,34,20000,0
3110,F,40,50000,0
3111,F,30,12000,0
3112,F,42,20000,0
3113,F,23,15000,0
3114,F,23,35000,0
3115,M,26,25000,0
3116,M,39,30000,0
3117,F,48,50000,0
3118,M,33,15000,0
3119,M,37,12000,0
3120,F,38,20000,0
3121,F,38,10000,0
3122,M,43,35000,0
3123,M,50,35000,0
3124,F,23,20000,0
3125,M,49,20000,0
3126,F,43,12000,0
3127,F,33,25000,0
3128,M,23,30000,0
3129,F,29,50000,0
3130,M,44,35000,0
3131,F,47,25000,0
3132,F,25,15000,0
3133,M,34,10000,0
3134,M,21,40000,0
3135,M,46,12000,0
3136,M,42,40000,0
3137,F,23,35000,0
3138,M,23,40000,0
3139,M,42,30000,0
3140,M,42,20000,0
3141,M,27,40000,0
3142,M,49,10000,0
3143,F,37,12000,0
3144,M,33,30000,0
3145,F,36,10000,0
3146,M,36,12000,0
3147,M,27,30000,0
3148,M,21,25000,0
3149,F,21,50000,0
3150,F,30,30000,0
3151,M,33,50000,0
3152,F,42,40000,0
3153,M,47,25000,0
3154,M,30,35000,0
3155,F,28,12000,0
3156,F,35,50000,0
3157,M,49,50000,0
3158,F,34,30000,0
3159,M,36,50000,0
3160,M,23,20000,0
3161,F,33,35000,0
3162,M,23,10000,0
3163,F,34,10000,0
3164,M,34,20000,0
3165,F,47,20000,0
3166,F,34,30000,0
3167,F,39,10000,0
3168,M,34,30000,0
3169,M,42,20000,0
3170,M,44,50000,0
3171,M,21,10000,0
3172,F,46,40000,0
3173,F,36,50000,0
3174,M,46,10000,0
3175,F,28,30000,0
3176,M,35,12000,0
3177,F,27,10000,0
3178,M,21,10000,0
3179,F,46,30000,0
3180,F,38,30000,0
3181,M,36,40000,0
3182,M,47,30000,0
3183,M,22,40000,0
3184,F,41,12000,0
3185,F,40,12000,0
3186,M,41,35000,0
3187,M,40,35000,0
3188,F,39,30000,0
3189,F,50,10000,0
3190,F,35,30000,0
3191,M,21,12000,0
3192,F,32,50000,0
3193,F,48,12000,0
3194,F,41,10000,0
3195,M,23,40000,0
3196,F,39,40000,0
3197,F,46,50000,0
3198,F,21,10000,0
3199,M,42,10000,0
3200,F,27,10000,0
3201,F,22,35000,0
3202,M,30,30000,0
3203,M,25,50000,0
3204,F,49,20000,0
3205,M,22,35000,0
3206,M,49,12000,0
3207,F,41,30000,0
3208,M,41,35000,0
3209,M,30,50000,0
3210,F,36,50000,0
3211,M,23,15000,0
3212,M,45,30000,0
3213,F,27,30000,0
3214,F,23,20000,0
3215,F,26,40000,0
3216,M,39,25000,0
3217,M,24,12000,0
3218,M,49,10000,0
3219,M,49,15000,0
3220,M,31,25000,0
3221,F,35,40000,0
3222,F,32,30000,0
3223,M,49,20000,0
3224,F,32,12000,0
3225,F,29,40000,0
3226,M,35,20000,0
3227,M,30,40000,0
3228,F,23,10000,0
3229,F,38,35000,0
3230,F,31,20000,0
3231,M,37,35000,0
3232,F,27,30000,0
3233,M,42,10000,0
3234,F,43,40000,0
3235,M,30,10000,0
3236,M,33,35000,0
3237,F,29,50000,0
3238,M,50,40000,0
3239,F,40,35000,0
3240,M,28,12000,0
3241,F,46,25000,0
3242,M,26,25000,0
3243,M,34,10000,0
3244,F,34,50000,0
3245,F,48,25000,0
3246,M,47,12000,0
3247,F,26,30000,0
3248,M,46,35000,0
3249,F,23,40000,0
3250,F,42,30000,0
3251,M,33,40000,0
3252,M,24,25000,0
3253,F,28,12000,0
3254,F,26,25000,0
3255,M,36,30000,0
3256,F,42,30000,0
3257,M,47,25000,0
3258,M,46,50000,0
3259,M,32,12000,0
3260,M,26,12000,0
3261,F,24,30000,0
3262,M,48,12000,0
3263,F,31,35000,0
3264,F,40,40000,0
3265,M,45,12000,0
3266,F,30,15000,0
3267,M,34,10000,0
3268,F,44,40000,0
3269,M,50,25000,0
3270,M,30,35000,0
3271,F,31,30000,0
3272,F,27,12000,0
3273,F,21,10000,0
3274,M,33,35000,0
3275,F,42,30000,0
3276,F,33,20000,0
3277,M,24,20000,0
3278,M,36,25000,0
3279,F,36,10000,0
3280,M,41,12000,0
3281,F,29,50000,0
3282,M,22,15000,0
3283,F,35,10000,0
3284,F,30,20000,0
3285,F,36,15000,0
3286,M,41,40000,0
3287,M,33,30000,0
3288,F,46,10000,0
3289,M,39,12000,0
3290,F,34,25000,0
3291,M,37,15000,0
3292,M,27,10000,0
3293,F,27,15000,0
3294,M,37,50000,0
3295,M,50,25000,0
3296,M,43,10000,0
3297,F,33,40000,0
3298,M,25,50000,0
3299,M,21,15000,0
3300,F,40,35000,0
3301,M,50,30000,0
3302,F,30,50000,0
3303,F,37,15000,0
3304,F,33,35000,0
3305,F,31,10000,0
3306,M,30,50000,0
3307,M,48,35000,0
3308,M,30,30000,0
3309,M,30,40000,0
3310,F,50,10000,0
3311,M,45,15000,0
3312,M,24,35000,0
3313,F,39,30000,0
3314,F,34,30000,0
3315,F,35,12000,0
3316,M,39,15000,0
3317,M,47,10000,0
3318,M,46,40000,0
3319,F,35,35000,0
3320,M,24,30000,0
3321,F,28,40000,0
3322,F,46,35000,0
3323,M,22,12000,0
3324,M,40,20000,0
3325,F,40,20000,0
3326,M,40,15000,0
3327,M,21,40000,0
3328,F,33,12000,0
3329,M,48,25000,0
3330,F,27,50000,0
3331,M,21,40000,0
3332,F,32,40000,0
3333,F,42,25000,0
3334,F,25,35000,0
3335,F,44,40000,0
3336,M,46,15000,0
3337,M,47,15000,0
3338,M,47,20000,0
3339,F,28,15000,0
3340,M,43,40000,0
3341,F,46,40000,0
3342,M,40,15000,0
3343,F,35,35000,0
3344,F,31,25000,0
3345,F,37,50000,0
3346,F,31,30000,0
3347,F,41,12000,0
3348,M,32,50000,0
3349,F,28,20000,0
3350,F,32,50000,0
3351,F,48,10000,0
3352,F,22,30000,0
3353,F,22,30000,0
3354,F,28,25000,0
3355,M,40,10000,0
3356,M,28,15000,0
3357,M,40,40000,0
3358,F,46,20000,0
3359,F,35,35000,0
3360,M,21,40000,0
3361,M,38,30000,0
3362,M,44,12000,0
3363,F,33,50000,0
3364,F,21,15000,0
3365,M,37,40000,0
3366,F,35,35000,0
3367,F,26,40000,0
3368,F,25,25000,0
3369,F,36,30000,0
3370,F,37,40000,0
3371,M,47,25000,0
3372,M,32,10000,0
3373,M,41,30000,0
3374,F,28,20000,0
3375,M,39,12000,0
3376,F,25,20000,0
3377,F,41,12000,0
3378,M,47,35000,0
3379,M,36,15000,0
3380,F,31,35000,0
3381,M,28,12000,0
3382,F,24,25000,0
3383,F,22,30000,0
3384,F,25,40000,0
3385,M,33,20000,0
3386,M,40,15000,0
3387,M,35,50000,0
3388,M,37,20000,0
3389,F,49,15000,0
3390,M,31,15000,0
3391,M,36,10000,0
3392,F,31,40000,0
3393,M,34,30000,0
3394,F,28,30000,0
3395,M,35,15000,0
3396,M,33,50000,0
3397,M,35,30000,0
3398,M,48,10000,0
3399,M,32,35000,0
3400,F,34,25000,0
3401,M,22,10000,0
3402,F,50,15000,0
3403,M,34,25000,0
3404,F,34,20000,0
3405,M,24,12000,0
3406,F,30,12000,0
3407,F,26,20000,0
3408,M,26,30000,0
3409,M,38,15000,0
3410,M,42,35000,0
3411,M,24,15000,0
3412,M,46,12000,0
3413,M,50,40000,0
3414,F,43,10000,0
3415,M,35,35000,0
3416,M,28,50000,0
3417,F,29,30000,0
3418,F,36,20000,0
3419,F,42,30000,0
3420,M,50,12000,0
3421,M,26,50000,0
3422,F,45,12000,0
3423,M,28,25000,0
3424,F,35,30000,0
3425,F,34,30000,0
3426,M,26,10000,0
3427,M,40,10000,0
3428,F,27,30000,0
3429,M,40,20000,0
3430,M,49,15000,0
3431,F,43,25000,0
3432,F,49,20000,0
3433,M,44,20000,0
3434,M,26,30000,0
3435,F,43,10000,0
3436,F,43,12000,0
3437,F,50,10000,0
3438,M,31,35000,0
3439,M,26,25000,0
3440,M,40,15000,0
3441,M,50,20000,0
3442,F,22,20000,0
3443,M,21,12000,0
3444,F,26,15000,0
3445,M,21,40000,0
3446,F,49,50000,0
3447,F,50,15000,0
3448,F,39,30000,0
3449,M,39,50000,0
3450,M,29,15000,0
3451,M,30,35000,0
3452,M,21,25000,0
3453,M,36,12000,0
3454,M,35,50000,0
3455,M,28,25000,0
3456,F,23,30000,0
3457,M,29,50000,0
3458,F,21,20000,0
3459,M,49,50000,0
3460,F,31,25000,0
3461,M,37,10000,0
3462,M,47,35000,0
3463,M,40,30000,0
3464,M,32,25000,0
3465,M,41,15000,0
3466,M,24,20000,0
3467,M,50,35000,0
3468,M,43,20000,0
3469,F,40,10000,0
3470,M,21,50000,0
3471,F,29,40000,0
3472,M,41,10000,0
3473,F,46,40000,0
3474,M,47,12000,0
3475,M,42,50000,0
3476,F,37,20000,0
3477,M,49,30000,0
3478,F,26,30000,0
3479,M,33,50000,0
3480,F,31,20000,0
3481,M,24,30000,0
3482,M,37,10000,0
3483,F,38,12000,0
3484,F,23,15000,0
3485,F,49,25000,0
3486,M,35,12000,0
3487,M,37,12000,0
3488,F,37,35000,0
3489,M,45,15000,0
3490,F,28,40000,0
3491,M,38,30000,0
3492,F,48,12000,0
3493,F,28,12000,0
3494,F,31,20000,0
3495,F,22,50000,0
3496,M,37,35000,0
3497,M,44,10000,0
3498,F,32,50000,0
3499,F,44,20000,0
3500,M,38,50000,0
3501,F,47,10000,0
3502,M,33,20000,0
3503,F,34,10000,0
3504,F,31,25000,0
3505,F,30,35000,0
3506,F,33,25000,0
3507,F,46,10000,0
3508,M,21,35000,0
3509,F,47,15000,0
3510,F,45,20000,0
3511,M,37,25000,0
3512,M,36,25000,0
3513,M,37,15000,0
3514,F,21,10000,0
3515,M,32,35000,0
3516,M,31,10000,0
3517,F,44,25000,0
3518,M,43,35000,0
3519,F,33,10000,0
3520,M,39,10000,0
3521,F,26,40000,0
3522,F,24,25000,0
3523,F,21,50000,0
3524,M,38,15000,0
3525,M,23,35000,0
3526,M,37,20000,0
3527,F,36,35000,0
3528,F,30,40000,0
3529,M,27,30000,0
3530,M,46,25000,0
3531,M,27,25000,0
3532,M,37,35000,0
3533,F,30,35000,0
3534,M,46,25000,0
3535,M,23,10000,0
3536,M,31,50000,0
3537,M,23,10000,0
3538,F,41,12000,0
3539,M,45,20000,0
3540,M,28,15000,0
3541,F,46,15000,0
3542,F,48,25000,0
3543,M,23,25000,0
3544,F,34,40000,0
3545,F,34,50000,0
3546,F,44,12000,0
3547,F,47,10000,0
3548,F,34,10000,0
3549,F,48,20000,0
3550,F,38,12000,0
3551,M,37,35000,0
3552,F,39,10000,0
3553,M,42,25000,0
3554,F,42,20000,0
3555,M,37,50000,0
3556,F,45,40000,0
3557,M,33,30000,0
3558,M,42,10000,0
3559,F,29,40000,0
3560,M,24,20000,0
3561,M,39,25000,0
3562,M,27,20000,0
3563,F,24,10000,0
3564,F,26,15000,0
3565,F,49,10000,0
3566,M,27,12000,0
3567,F,46,10000,0
3568,F,48,35000,0
3569,M,34,40000,0
3570,F,31,35000,0
3571,F,30,25000,0
3572,M,48,35000,0
3573,F,32,20000,0
3574,F,29,10000,0
3575,F,34,15000,0
